booking_id,passenger_id,num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete,name,age,gender,nationality,email,country_id
300423,427685,4,Online,Round-trip,20,9,17:50,2023-06-25,Paris - Rome,NRT,Yes,No,Yes,5.435121531522654,1,Deborah Cooley,71,Female,Ghana,milesvictoria@example.net,10
8938,302652,1,Online,Round-trip,52,8,19:32,2023-06-28,New York - London,NRT,Yes,No,No,10.451585703566778,0,Patrick Banks,66,Male,Montserrat,townsendjames@example.net,9
521901,537098,2,Online,Round-trip,43,5,20:12,2023-08-05,Tokyo - Sydney,CDG,No,Yes,No,4.800030794246249,1,Christine Miller,35,Female,El Salvador,michaelfox@example.org,10
596183,317833,4,Online,Round-trip,47,10,07:51,2023-08-08,New York - London,JFK,No,No,Yes,9.121983751492367,1,Jeffrey Turner,62,Female,Saint Helena,garciachristine@example.net,2
254692,130050,5,Online,Round-trip,52,3,14:09,2023-08-05,New York - London,NRT,No,No,Yes,5.42385818736323,1,Mark Nichols,77,Male,Vietnam,heatherallen@example.net,6
932403,411214,2,Offline,Round-trip,19,9,02:23,2023-06-25,Paris - Rome,NRT,Yes,No,No,4.194550949176822,1,Scott Hurst,53,Female,Czech Republic,stewartmatthew@example.com,7
192130,885545,4,Offline,One-way,34,9,08:33,2023-07-03,Paris - Rome,JFK,Yes,Yes,Yes,2.2370616714183322,0,Michaela Smith,55,Female,Jordan,dgarcia@example.org,6
978536,792034,2,Offline,One-way,9,7,03:55,2023-08-08,Paris - Rome,NRT,No,Yes,Yes,4.496475863968125,0,Marcus Young,52,Female,Kazakhstan,margaret05@example.com,1
795110,642696,4,Offline,One-way,32,5,03:06,2023-06-14,Tokyo - Sydney,CDG,Yes,Yes,Yes,2.2191921422409013,1,Susan Haynes,18,Female,Tuvalu,scooper@example.net,8
437043,949666,1,Offline,Round-trip,44,10,07:19,2023-07-13,Paris - Rome,NRT,Yes,Yes,Yes,9.55953522409413,0,Andrew Pacheco,69,Female,Reunion,jillchapman@example.com,8
814243,66710,4,Online,One-way,15,1,00:18,2023-07-30,Paris - Rome,CDG,Yes,Yes,Yes,7.296288634256431,1,Sherri Vargas,25,Female,Mexico,mariah75@example.org,7
149909,123650,2,Offline,One-way,11,9,08:31,2023-07-04,Tokyo - Sydney,CDG,Yes,No,Yes,7.884458861752486,1,Cynthia Hall,40,Female,Sweden,grimescindy@example.org,8
222863,949085,1,Offline,Round-trip,59,5,03:37,2023-07-27,Tokyo - Sydney,JFK,Yes,Yes,No,5.219410459072824,0,Sara Trujillo,23,Male,Tunisia,benjamin73@example.org,8
875476,952469,2,Offline,One-way,46,2,04:02,2023-07-08,New York - London,CDG,Yes,Yes,No,7.992887059432239,1,Nicole Moreno,33,Female,United Kingdom,calderongregory@example.org,3
850876,909223,1,Online,One-way,7,7,23:45,2023-07-31,Tokyo - Sydney,CDG,Yes,Yes,No,2.359122206698055,0,Abigail Wang,61,Female,Algeria,xross@example.com,1
762389,363117,3,Online,One-way,21,5,20:10,2023-08-06,Tokyo - Sydney,CDG,Yes,Yes,No,1.059067409202378,0,Renee Perry,28,Female,Saint Vincent and the Grenadines,jennifer54@example.com,4
899456,705396,5,Offline,One-way,57,1,21:32,2023-06-21,New York - London,CDG,No,No,Yes,3.105750455956705,0,Brian Mason,58,Female,Moldova,jennifer26@example.net,7
925735,893195,2,Online,One-way,36,9,03:23,2023-07-05,Paris - Rome,CDG,Yes,No,Yes,3.15885148942791,0,Dawn Hicks,79,Male,Albania,whenry@example.net,4
68772,762381,1,Offline,Round-trip,55,3,09:27,2023-06-20,New York - London,CDG,No,No,Yes,11.767589533639521,0,Brittany Mitchell,33,Female,Montenegro,ywalsh@example.net,7
129375,490945,4,Online,One-way,37,6,20:23,2023-06-24,Paris - Rome,CDG,Yes,No,No,4.57898400715165,0,Christopher Novak,38,Male,Saint Lucia,freemankaren@example.com,5
88425,625148,3,Offline,Round-trip,26,2,02:50,2023-08-02,Paris - Rome,JFK,No,Yes,No,6.889185793773032,0,Sharon May,27,Female,Netherlands Antilles,tzhang@example.com,3
395194,156944,2,Offline,Round-trip,44,5,16:01,2023-06-16,New York - London,NRT,No,No,No,1.8436972628868014,1,Whitney Thomas,20,Male,Uganda,joshua53@example.net,1
231056,611170,2,Online,One-way,43,5,12:15,2023-07-14,New York - London,JFK,No,Yes,Yes,7.097510437245602,0,Morgan Conley,19,Male,Cuba,angela60@example.com,4
745544,995436,5,Offline,One-way,52,4,02:58,2023-07-07,Tokyo - Sydney,CDG,Yes,Yes,Yes,5.207983141731704,0,Michael Mcgrath,68,Male,Norfolk Island,collinrichards@example.com,6
966263,760135,1,Online,One-way,56,5,10:44,2023-08-03,Paris - Rome,NRT,No,Yes,No,3.9197430468657473,0,John Moran,27,Male,Algeria,vjohnson@example.com,5
585523,265714,4,Online,One-way,20,10,21:31,2023-07-01,Paris - Rome,CDG,Yes,Yes,No,9.875609969926186,1,Sara Wise,27,Female,Christmas Island,roger33@example.com,7
813963,75457,2,Online,Round-trip,19,4,06:37,2023-07-18,Tokyo - Sydney,CDG,No,No,No,2.7552339473937506,0,Tracy Pittman,36,Male,Zambia,stephaniejones@example.net,2
928162,493984,2,Online,One-way,60,1,18:26,2023-06-19,Tokyo - Sydney,JFK,No,No,No,9.00266284576102,0,Timothy Francis,71,Female,Lao People's Democratic Republic,jaredking@example.com,10
491039,44585,3,Offline,One-way,37,8,00:52,2023-08-09,Paris - Rome,JFK,Yes,No,Yes,6.296171331041246,1,Ashley Sanford,68,Female,Wallis and Futuna,bkelly@example.org,8
308658,408779,2,Online,One-way,49,7,09:34,2023-07-09,Paris - Rome,CDG,Yes,Yes,Yes,2.425159451171109,0,Maria Martinez,77,Female,Bolivia,ythompson@example.org,9
519010,913096,1,Online,One-way,46,4,16:57,2023-07-02,Tokyo - Sydney,NRT,No,Yes,Yes,11.917882236029078,1,Todd Parker,27,Male,Tuvalu,xjones@example.com,1
326449,153412,4,Offline,One-way,7,3,08:24,2023-07-29,Tokyo - Sydney,NRT,Yes,Yes,Yes,5.699492969261267,0,Frank Long,70,Female,Panama,wilsonedward@example.com,4
703181,549897,2,Online,Round-trip,55,8,23:22,2023-07-26,Paris - Rome,JFK,No,Yes,No,11.622018240854297,0,Wyatt Moreno,56,Female,Mayotte,cruiz@example.org,1
715327,132863,1,Offline,One-way,52,2,03:24,2023-06-22,Tokyo - Sydney,CDG,No,No,No,5.326330263274401,1,Erin Craig,34,Male,Portugal,gregorysanders@example.com,9
725626,912102,1,Offline,One-way,31,4,21:46,2023-06-20,Tokyo - Sydney,NRT,Yes,Yes,No,10.598010136319651,0,Kevin Ryan,21,Female,San Marino,davismelinda@example.org,6
969891,644343,4,Online,Round-trip,44,7,10:05,2023-07-02,Tokyo - Sydney,CDG,Yes,No,Yes,8.520254878104403,1,William Hunt,48,Female,Mozambique,racheljohnson@example.net,10
269788,78220,5,Online,Round-trip,40,2,22:22,2023-06-25,New York - London,JFK,No,No,Yes,8.84594020654588,1,Danielle Wilson,72,Male,Korea,harrisondebra@example.org,10
940482,880387,2,Offline,One-way,28,10,20:04,2023-06-20,Tokyo - Sydney,NRT,No,Yes,Yes,5.646631607024461,0,Erin Barnett,24,Male,Falkland Islands (Malvinas),jacksonstephanie@example.com,8
585157,307655,2,Online,One-way,25,1,19:59,2023-07-03,Paris - Rome,JFK,No,Yes,No,5.129171216931228,1,Ronald Fowler,62,Female,Oman,bennettmatthew@example.net,9
135795,967924,1,Online,One-way,47,8,05:14,2023-06-27,Paris - Rome,CDG,Yes,No,Yes,3.8057663043012737,0,Michael Brooks,49,Male,Brunei Darussalam,watsondanielle@example.com,6
837918,150141,3,Online,One-way,46,9,02:19,2023-08-07,New York - London,JFK,No,Yes,No,10.455956170060507,0,Marissa Duncan,29,Female,Saudi Arabia,ojenkins@example.com,10
385016,443248,4,Offline,One-way,31,7,00:46,2023-07-10,New York - London,CDG,Yes,Yes,Yes,10.635173491472603,1,John Peters,75,Female,Antarctica (the territory South of 60 deg S),zlewis@example.com,2
958341,727361,1,Offline,Round-trip,42,5,11:13,2023-06-13,Tokyo - Sydney,CDG,Yes,Yes,No,4.7178725240396195,0,Paul Rose,66,Male,Swaziland,gdean@example.org,1
104113,283845,1,Offline,Round-trip,5,9,00:27,2023-08-08,New York - London,CDG,No,No,Yes,3.0038706437677116,0,Tony Ortega,46,Male,Canada,colonmario@example.com,4
994289,728268,3,Offline,One-way,17,6,15:16,2023-08-05,New York - London,JFK,No,Yes,Yes,7.510834627574313,0,Laura Cunningham,41,Female,India,hdavid@example.com,4
650482,811257,5,Online,One-way,2,10,00:12,2023-07-06,Paris - Rome,JFK,Yes,Yes,Yes,9.875887560508284,1,Karen Jones,37,Male,Spain,walkerbrian@example.com,7
857308,789207,3,Online,Round-trip,26,2,03:30,2023-08-03,Paris - Rome,NRT,Yes,Yes,Yes,3.4675008459772934,1,Cody Martin,58,Male,Tajikistan,wilsonmary@example.net,2
701974,941551,5,Online,One-way,51,7,05:06,2023-07-26,Tokyo - Sydney,CDG,Yes,No,Yes,9.4368171878144,0,Jessica Myers,41,Male,Turks and Caicos Islands,blewis@example.org,5
917314,396090,5,Offline,One-way,12,2,02:26,2023-08-04,New York - London,JFK,Yes,Yes,No,1.8240475156659586,1,Brandon Watkins,53,Female,Austria,lsolis@example.org,8
269590,253171,5,Online,One-way,50,8,01:18,2023-08-07,Paris - Rome,JFK,Yes,No,Yes,8.666517589057197,1,Robert Levy,49,Female,Lithuania,marcus24@example.org,1
604587,497669,3,Online,Round-trip,46,2,14:12,2023-07-11,New York - London,CDG,Yes,Yes,Yes,9.643223948484902,1,Melissa Conley,48,Female,Saint Kitts and Nevis,houstondonna@example.org,8
972553,537478,4,Online,Round-trip,53,2,09:25,2023-07-13,Paris - Rome,NRT,Yes,No,Yes,8.624962957724701,0,Ellen Le,19,Female,Pakistan,jonesnancy@example.net,9
240716,757780,1,Online,One-way,7,9,00:13,2023-06-30,Paris - Rome,CDG,Yes,Yes,Yes,3.2925269061050413,0,Jonathan Harris,72,Female,Taiwan,whitejeremy@example.org,1
637825,530559,5,Offline,One-way,15,7,18:04,2023-08-02,Paris - Rome,JFK,No,Yes,No,7.019767920388837,0,Kayla Schmidt,60,Male,Antarctica (the territory South of 60 deg S),kerri16@example.org,8
796125,503943,5,Online,One-way,27,1,19:20,2023-08-02,Paris - Rome,NRT,No,No,No,10.310786726474095,1,Dr. Jeremy Ruiz,53,Female,Saint Barthelemy,cclark@example.org,10
435371,16046,4,Online,Round-trip,6,5,11:17,2023-07-22,Paris - Rome,JFK,Yes,Yes,No,1.310025124199194,0,Carl Rios,24,Female,New Zealand,randy12@example.net,3
409732,880679,5,Online,Round-trip,29,10,15:14,2023-07-04,Paris - Rome,CDG,No,No,Yes,2.5614893890970274,1,Colleen Harris,29,Female,Burundi,proberts@example.org,3
155330,535352,4,Offline,Round-trip,43,1,00:55,2023-06-26,Paris - Rome,CDG,Yes,Yes,No,8.605014586790979,0,Chase Jordan,34,Male,Cuba,vwilliamson@example.net,2
860870,235273,4,Online,Round-trip,6,6,01:16,2023-07-11,New York - London,NRT,No,Yes,No,1.1415030859670914,0,Ian Henry,72,Female,Colombia,jamiewilliams@example.org,5
569901,735137,1,Online,Round-trip,48,9,01:14,2023-08-06,New York - London,NRT,Yes,No,Yes,7.712274103675291,0,Timothy Davis,58,Male,Kenya,madelinerichards@example.com,10
874837,503236,3,Online,One-way,26,8,20:10,2023-06-21,Tokyo - Sydney,JFK,No,No,Yes,1.049444665374868,1,Theresa Turner,34,Male,Timor-Leste,kevinelliott@example.com,9
276133,961236,4,Offline,One-way,39,5,16:20,2023-06-30,Paris - Rome,JFK,Yes,Yes,No,11.224868603550286,1,Richard Gray,33,Male,Guernsey,monica74@example.com,10
920185,785849,4,Online,Round-trip,57,7,13:21,2023-08-02,Paris - Rome,JFK,Yes,No,No,10.435660062773085,0,Beverly Pope,43,Male,Somalia,kathleenwilson@example.net,5
135920,863062,1,Online,Round-trip,44,5,01:40,2023-06-12,Paris - Rome,NRT,No,No,No,5.689698846833555,1,Christine Brown,80,Male,Canada,wstark@example.com,8
360331,401743,4,Online,Round-trip,27,5,13:33,2023-07-01,Paris - Rome,JFK,No,Yes,No,4.7020941166473555,0,Laura Ward DDS,71,Female,Saint Martin,michael58@example.com,6
453290,812818,4,Online,One-way,30,7,06:27,2023-08-02,New York - London,NRT,No,Yes,Yes,7.305281897770161,0,Dawn Reid,18,Female,Portugal,robert02@example.org,9
970596,247056,4,Offline,Round-trip,33,6,06:08,2023-07-30,Tokyo - Sydney,NRT,Yes,Yes,Yes,8.181852263924146,0,Angela Davis,63,Female,Paraguay,john41@example.org,2
928504,642623,2,Offline,Round-trip,5,7,00:35,2023-07-23,Paris - Rome,NRT,No,Yes,Yes,2.819765877349085,0,Pamela Buchanan,29,Female,Hungary,kathryn23@example.net,10
961924,743099,2,Offline,One-way,4,1,12:31,2023-07-17,Paris - Rome,NRT,No,No,No,6.6216889429028045,0,Michael Hudson,44,Male,Barbados,dominguezleonard@example.net,7
913015,684983,4,Offline,One-way,37,8,19:23,2023-06-22,New York - London,JFK,No,Yes,No,9.679064191094943,1,Dr. Brandon Williams,67,Female,Antigua and Barbuda,kelly67@example.com,10
472402,243441,5,Online,One-way,43,7,16:34,2023-06-22,Paris - Rome,JFK,Yes,No,Yes,2.5170331454420243,1,Amy Guzman,20,Female,British Indian Ocean Territory (Chagos Archipelago),znolan@example.com,7
380123,796936,5,Offline,Round-trip,38,7,09:33,2023-08-01,Tokyo - Sydney,JFK,Yes,No,Yes,5.498328894534163,0,Julie Hunt,70,Female,Uganda,aliciawilliams@example.org,9
811815,975676,5,Online,One-way,51,9,16:31,2023-06-27,Tokyo - Sydney,JFK,No,No,No,7.9975735579501475,1,Jay Hines,78,Male,Zambia,scottrivera@example.net,10
314347,712240,5,Online,Round-trip,43,6,19:51,2023-06-30,Tokyo - Sydney,NRT,Yes,Yes,No,4.364091247435253,0,Amanda Chung,47,Female,Afghanistan,danieljacobs@example.com,4
954780,217531,5,Offline,Round-trip,41,9,15:05,2023-07-04,Tokyo - Sydney,CDG,Yes,No,No,7.896679271421654,1,Heidi Flores,33,Female,Guadeloupe,brownryan@example.com,9
202772,564462,4,Online,Round-trip,41,5,18:40,2023-08-05,New York - London,CDG,No,Yes,No,5.396124400798894,0,Catherine Wall,74,Female,Togo,gregoryreed@example.net,5
204551,96143,4,Online,One-way,58,8,21:46,2023-06-11,Paris - Rome,CDG,No,No,No,9.169930825881794,0,Jessica Soto DVM,80,Male,Korea,cody22@example.com,9
783774,112603,2,Online,Round-trip,53,10,13:35,2023-06-25,Paris - Rome,CDG,No,No,No,9.139164180870804,0,Cynthia Shepherd,52,Male,Kyrgyz Republic,perezkimberly@example.com,1
312437,377110,5,Online,Round-trip,55,9,02:37,2023-07-26,New York - London,NRT,No,No,Yes,8.779726122895779,1,Christopher Schmidt,77,Female,Argentina,vallen@example.net,10
443187,813493,2,Offline,Round-trip,9,4,07:44,2023-08-02,Paris - Rome,NRT,No,Yes,Yes,7.031253303948341,0,Trevor Nixon,53,Female,Sweden,jasonmorgan@example.net,10
308638,126681,5,Offline,One-way,17,5,04:23,2023-08-06,Tokyo - Sydney,CDG,Yes,No,Yes,4.87358113516058,0,Amy Brown,67,Male,Cameroon,marshallkathy@example.net,1
876551,12732,3,Online,Round-trip,45,3,13:59,2023-08-06,Paris - Rome,JFK,No,Yes,No,2.134788098171401,0,Courtney Robinson,20,Female,Slovenia,zbrewer@example.net,2
202780,507657,5,Online,One-way,3,6,00:42,2023-07-19,New York - London,CDG,Yes,No,Yes,6.832536638418634,0,Sarah West,30,Male,Brazil,donald51@example.com,1
986261,337154,5,Offline,Round-trip,2,10,02:48,2023-07-01,Paris - Rome,CDG,No,No,No,7.5251615373793435,1,Monica Donovan,42,Male,Cocos (Keeling) Islands,ecortez@example.com,2
135995,451899,5,Offline,One-way,53,4,01:19,2023-06-15,Tokyo - Sydney,JFK,Yes,No,Yes,6.839335242641715,1,Johnny Santos,19,Female,Ecuador,hollykelly@example.com,8
540701,953835,1,Offline,One-way,27,2,19:18,2023-06-22,New York - London,NRT,Yes,No,Yes,9.10581997417751,1,Jessica Sanders,35,Female,Turkmenistan,kporter@example.net,10
93009,538626,3,Offline,One-way,34,8,20:24,2023-06-13,Paris - Rome,NRT,Yes,No,No,11.357085011763381,0,Nicole Harrison,52,Male,China,sydney77@example.org,7
176342,954415,2,Offline,One-way,30,8,16:13,2023-07-20,Paris - Rome,JFK,No,Yes,No,8.93347468623137,1,Matthew Johnson,69,Female,Morocco,wilsoncraig@example.net,8
972683,886132,2,Offline,Round-trip,57,5,20:19,2023-07-30,New York - London,NRT,No,No,Yes,7.886847477096973,1,Alyssa Rodriguez,65,Female,Saint Martin,griffithcourtney@example.net,3
475630,194106,1,Online,One-way,52,2,18:58,2023-07-27,Tokyo - Sydney,CDG,Yes,No,Yes,6.0561503216416055,1,Ashley Anderson,80,Male,Saint Martin,monique13@example.net,1
673309,355453,3,Online,One-way,37,5,06:32,2023-06-25,Paris - Rome,NRT,No,No,No,11.648212366306725,1,Alexandra Gonzales,56,Male,Dominican Republic,truiz@example.com,2
264478,268356,4,Online,Round-trip,43,1,03:39,2023-06-26,New York - London,CDG,Yes,Yes,Yes,5.544354514160184,1,Marie Burgess,76,Male,Nigeria,taylorbailey@example.com,8
713137,314588,3,Online,One-way,54,10,06:49,2023-07-22,New York - London,JFK,Yes,Yes,Yes,4.880978709443234,1,Johnny Davis,60,Male,New Zealand,jennifer50@example.com,8
484742,266335,1,Offline,One-way,6,4,20:16,2023-06-11,New York - London,NRT,Yes,No,No,9.82405654678914,1,Kimberly Smith,46,Female,Congo,staceyjones@example.net,4
133798,331430,2,Online,One-way,24,6,07:09,2023-06-27,New York - London,CDG,No,No,Yes,10.469356010273568,1,Michael Gonzalez,63,Male,Antarctica (the territory South of 60 deg S),jsalinas@example.net,1
832466,383492,4,Offline,Round-trip,38,4,09:16,2023-06-23,Paris - Rome,JFK,Yes,No,Yes,9.391856778154127,0,Frank Rodriguez,72,Female,Uganda,harrisonmichael@example.org,4
788182,948622,4,Offline,Round-trip,41,6,19:35,2023-06-20,New York - London,JFK,No,Yes,No,1.0257807888512465,0,Valerie Webb,73,Female,Anguilla,isanders@example.org,1
1396,64606,3,Offline,One-way,15,3,15:18,2023-07-22,Tokyo - Sydney,NRT,No,Yes,No,3.7800737427920685,0,Jane Morgan,60,Female,South Africa,fbrady@example.net,2
812021,680576,1,Online,One-way,55,1,05:17,2023-07-06,Tokyo - Sydney,CDG,Yes,Yes,Yes,6.132999584050726,1,Abigail Mendez,73,Male,Liberia,harrisalexis@example.com,7
116930,741580,5,Online,One-way,41,1,02:11,2023-08-02,New York - London,CDG,Yes,Yes,No,9.754154762236835,0,Lawrence Brown,58,Female,Western Sahara,sellis@example.net,8
528182,648074,4,Offline,One-way,3,7,21:37,2023-07-30,New York - London,CDG,No,No,Yes,9.159923303925748,0,Dennis Stokes,37,Male,Guinea,richardolson@example.net,9
157869,151845,4,Online,Round-trip,34,6,06:56,2023-06-24,Tokyo - Sydney,CDG,No,Yes,No,4.513361894849999,1,Sarah Lane,44,Female,China,alexandra57@example.net,6
100002,933557,3,Offline,Round-trip,33,3,18:11,2023-08-08,Tokyo - Sydney,JFK,No,Yes,No,6.21173842407719,0,Jessica Gallagher,68,Female,Heard Island and McDonald Islands,nharris@example.net,1
185565,122960,5,Offline,One-way,8,9,09:59,2023-08-01,New York - London,NRT,Yes,Yes,Yes,2.1195704768216586,0,James Beard,71,Female,Morocco,ssmith@example.com,10
44220,677894,4,Online,One-way,2,8,03:57,2023-07-12,Tokyo - Sydney,CDG,Yes,Yes,Yes,5.4161686137596785,1,Mark Wells,66,Male,Bosnia and Herzegovina,brownjames@example.org,3
617740,960576,5,Offline,Round-trip,30,3,02:32,2023-07-15,New York - London,NRT,No,Yes,Yes,8.23719440712426,1,Maria Wood,60,Female,Sao Tome and Principe,sylvia09@example.org,6
297787,799430,1,Online,Round-trip,33,2,02:43,2023-06-16,New York - London,CDG,No,Yes,Yes,10.162885979393995,1,Sean Taylor,43,Female,Monaco,iyang@example.net,1
119853,344339,1,Offline,Round-trip,15,2,09:57,2023-06-13,New York - London,JFK,No,Yes,Yes,4.058779846931419,0,Jonathan Fisher,63,Female,Grenada,mgoodman@example.com,1
717105,469017,1,Online,One-way,47,3,21:42,2023-06-13,Paris - Rome,JFK,No,No,No,8.533288436208077,0,Amy Adams,28,Male,Qatar,sandovallaura@example.com,9
906064,35386,1,Offline,One-way,19,8,04:14,2023-07-18,New York - London,NRT,Yes,No,Yes,6.0988139833485135,0,James Parker DDS,23,Male,Bosnia and Herzegovina,justin70@example.net,7
504079,58963,2,Online,Round-trip,51,3,02:03,2023-07-26,Paris - Rome,NRT,Yes,Yes,No,5.356313400472607,1,Lisa Moore,42,Female,India,jamiecruz@example.com,1
974992,483277,1,Online,Round-trip,21,10,08:03,2023-08-07,Tokyo - Sydney,CDG,Yes,No,No,5.41679540610763,0,Samantha Camacho,41,Female,Guinea,zjoyce@example.org,9
595847,137059,1,Offline,Round-trip,56,5,08:53,2023-07-03,Tokyo - Sydney,JFK,Yes,Yes,No,8.52629892738613,1,Jessica Nelson,77,Female,Liberia,xmartinez@example.org,10
622632,236467,2,Offline,One-way,52,6,15:18,2023-07-28,New York - London,JFK,Yes,Yes,No,8.135331424774568,0,William Powell,30,Female,Nicaragua,cameronyang@example.org,3
189166,697090,4,Online,Round-trip,31,10,14:22,2023-06-20,New York - London,NRT,No,No,No,9.624040195082353,1,Robert Mann,69,Male,Brunei Darussalam,csparks@example.com,10
602882,609191,3,Offline,Round-trip,56,5,08:54,2023-07-15,New York - London,CDG,No,Yes,Yes,8.011091260973032,0,Samuel Alexander,77,Female,Chile,margaretgarcia@example.net,1
655100,851557,3,Online,One-way,27,6,12:29,2023-06-12,Tokyo - Sydney,NRT,Yes,No,No,5.234043675375267,0,Anthony Davis,19,Female,Seychelles,fbaker@example.org,3
704083,17213,1,Offline,Round-trip,40,8,12:50,2023-07-04,New York - London,CDG,No,No,Yes,5.928585836536302,1,Dominique Henry,52,Female,Cyprus,holmesmichael@example.com,3
817623,98406,3,Online,One-way,57,5,09:22,2023-07-06,New York - London,JFK,No,No,No,10.548826097841005,0,Sandra Johnson,40,Male,Palestinian Territory,mcmahontyler@example.net,7
891587,475358,5,Offline,Round-trip,52,7,21:10,2023-06-27,Paris - Rome,NRT,No,No,Yes,11.681234288272286,1,Anna Garrison,74,Male,Heard Island and McDonald Islands,tracy59@example.org,3
369747,490057,5,Offline,Round-trip,23,1,05:29,2023-07-08,Tokyo - Sydney,NRT,No,Yes,Yes,11.12337058056569,0,Frank Steele,28,Male,Slovenia,steven73@example.net,6
16563,633195,3,Offline,One-way,26,8,14:30,2023-06-25,Paris - Rome,NRT,Yes,No,No,8.819071249812874,1,Sandra Kent,69,Male,Poland,ucook@example.net,6
120382,588646,1,Offline,Round-trip,2,8,06:08,2023-07-18,New York - London,NRT,No,No,Yes,11.527471502349249,0,Alexandra Mullen DVM,44,Male,North Macedonia,johnstonbrian@example.org,9
354544,228537,3,Online,Round-trip,7,9,08:47,2023-06-21,New York - London,JFK,No,Yes,No,5.455906783079314,0,Katherine Matthews,39,Male,Mayotte,willie19@example.com,4
473364,648969,1,Offline,One-way,42,5,20:49,2023-07-30,Tokyo - Sydney,NRT,No,Yes,Yes,5.634243200306124,0,Jared Miller,71,Female,Namibia,zparks@example.com,6
94609,385610,2,Online,One-way,5,5,23:45,2023-07-16,Tokyo - Sydney,NRT,No,Yes,No,10.108270977342444,0,Danielle Hernandez,79,Female,Egypt,johnboyd@example.com,9
650015,468704,2,Online,Round-trip,12,3,08:49,2023-07-16,Paris - Rome,JFK,Yes,Yes,Yes,9.83241124537715,1,Jeffery Taylor,57,Female,New Caledonia,yujoseph@example.org,1
766187,448932,5,Online,Round-trip,41,7,20:36,2023-06-14,New York - London,CDG,Yes,No,No,1.1295901238219859,1,Lindsay Barry,59,Male,Montenegro,ialexander@example.com,5
341571,81745,3,Offline,Round-trip,32,10,00:37,2023-08-03,New York - London,NRT,Yes,Yes,Yes,11.91924102981029,1,Thomas Robinson,21,Female,Belarus,markmiller@example.org,4
505015,304108,2,Offline,Round-trip,52,8,06:42,2023-07-21,Tokyo - Sydney,NRT,Yes,No,Yes,9.635760577566188,1,Misty Novak,34,Female,Armenia,michaeljones@example.com,6
640352,50924,1,Online,One-way,26,2,15:59,2023-07-15,Paris - Rome,JFK,No,Yes,Yes,7.324350764768597,1,Anthony Ferguson,78,Female,French Polynesia,hurleydustin@example.org,8
722598,418633,1,Offline,Round-trip,60,6,07:53,2023-07-09,Paris - Rome,NRT,No,No,No,1.8875805381418331,1,Nicole Mcgee,19,Male,India,joshua61@example.com,10
813707,908683,2,Offline,Round-trip,47,6,09:30,2023-07-19,Tokyo - Sydney,NRT,No,Yes,No,11.841529910273403,0,Katelyn Brown,71,Male,North Macedonia,samuel28@example.com,4
636764,58298,3,Online,One-way,23,4,20:33,2023-08-04,Paris - Rome,NRT,No,Yes,Yes,9.33238474806242,1,Leroy Edwards,37,Male,New Caledonia,ilee@example.org,9
847530,65658,1,Online,Round-trip,29,1,11:51,2023-07-17,Paris - Rome,CDG,No,No,No,11.19678022232775,1,Michael Peters,54,Male,Pakistan,janicemack@example.net,5
779156,706085,3,Offline,Round-trip,7,10,15:50,2023-07-17,New York - London,JFK,Yes,No,No,7.46802272266034,1,Elizabeth Fields,68,Male,Serbia,chungdavid@example.net,5
946620,573118,2,Offline,Round-trip,8,10,22:09,2023-07-28,Tokyo - Sydney,CDG,Yes,Yes,Yes,8.644170447747847,0,Michael Cruz,25,Male,Armenia,michelle60@example.org,1
520995,71113,4,Online,One-way,36,2,13:34,2023-06-12,New York - London,CDG,No,Yes,No,9.554560662282086,1,Anthony Hopkins,63,Male,Bosnia and Herzegovina,rachelfarmer@example.net,3
454194,726894,5,Offline,One-way,22,7,21:39,2023-06-28,Tokyo - Sydney,CDG,No,Yes,No,3.731288053878214,1,James Frey,73,Female,Uzbekistan,diaztina@example.com,2
231741,845090,3,Online,One-way,8,8,05:23,2023-06-12,Paris - Rome,NRT,Yes,Yes,Yes,6.839021039564294,0,Jamie Freeman,58,Male,Albania,umendez@example.net,3
82117,171763,1,Offline,Round-trip,4,2,07:49,2023-06-29,Paris - Rome,CDG,Yes,Yes,Yes,3.227424616277233,1,Michael James,80,Male,Malta,margaret13@example.com,4
729439,394748,5,Offline,One-way,43,7,19:49,2023-07-08,New York - London,NRT,No,Yes,No,11.785300567716096,1,Jeffrey Soto,30,Male,Micronesia,mccallraymond@example.org,8
558321,347431,5,Online,Round-trip,28,7,07:11,2023-07-17,New York - London,JFK,No,No,No,6.482851000189196,0,Cynthia Jackson,23,Male,Saint Lucia,jamie75@example.org,4
968582,250318,5,Online,One-way,37,10,01:07,2023-06-21,Paris - Rome,CDG,Yes,No,No,4.11073012036217,0,Matthew Campbell,52,Male,Italy,qdavidson@example.org,9
408529,85544,1,Online,Round-trip,12,5,07:33,2023-07-16,Paris - Rome,JFK,No,Yes,Yes,11.683283812873977,0,Juan Lynch,53,Male,Bahamas,gloriamorgan@example.net,6
686846,458769,4,Online,One-way,60,10,11:07,2023-06-13,Tokyo - Sydney,CDG,No,No,Yes,1.9540732607918014,0,Charles Pittman,37,Male,Cameroon,antoniomorrison@example.com,7
665463,114215,5,Online,Round-trip,52,10,08:20,2023-07-22,New York - London,JFK,Yes,No,No,6.654151137955087,0,Holly Clark,44,Female,Barbados,sandrathomas@example.org,4
